Identifier-Analyte	Analyte_Name
A207017-101-xxx	M000000_A207017-101-xxx_NA_0_FALSE_VAR5_FAME_Glycylglycylglycine [-H2O] (3TMS)
A208001-101-xxx	M000000_A208001-101-xxx_NA_726122,56_TRUE_VAR5_FAME_Dopamine (4TMS)
A208003-101-xxx	M000000_A208003-101-xxx_NA_722690,12_TRUE_VAR5_FAME_Mannosamine, N-acetyl- (1MEOX) (4TMS)
A208005-101-xxx	M000000_A208005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A208008-101-xxx	M000000_A208008-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A208009-101-xxx	M000000_A208009-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A208010-101-xxx	M000000_A208010-101-xxx_NA_730993,5_TRUE_VAR5_FAME_Lipoamide, alpha- (2TMS)
A208011-101-xxx	M000000_A208011-101-xxx_NA_730205,5_PRED_VAR5_FAME_D208496
A208012-101-xxx	M000000_A208012-101-xxx_NA_0_FALSE_VAR5_FAME_N-Acetylmannosamine_2_1MeOX_4TMS
A208013-101-xxx	M000000_A208013-101-xxx_NA_0_FALSE_VAR5_FAME_Pyridoxamine_4TMS
A209001-101-xxx	M000000_A209001-101-xxx_NA_0_FALSE_VAR5_FAME_Allantoin (3TMS)
A209002-101-xxx	M000000_A209002-101-xxx_NA_727476,5_TRUE_VAR5_FAME_Inositol, myo- (6TMS)
A209003-101-xxx	M000000_A209003-101-xxx_NA_725688,5_TRUE_VAR5_FAME_Prephenic acid (1MEOX) (3TMS)
A209004-101-xxx	M000000_A209004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A209005-101-xxx	M000000_A209005-101-xxx_NA_0_FALSE_VAR5_FAME_Sinapyl alcohol, trans- (2TMS)
A209006-101-xxx	M000000_A209006-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A209007-101-xxx	M000000_A209007-101-xxx_NA_731128,81_TRUE_VAR5_FAME_Levodopa (4TMS)
A209012-101-xxx	M000000_A209012-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A209013-101-xxx	M000000_A209013-101-xxx_NA_0_FALSE_VAR5_FAME_Prephenic acid (1MEOX) (3TMS) (Derivate not found)
A209014-101-xxx	M000000_A209014-101-xxx_NA_734094_TRUE_VAR5_FAME_Histidinol (4TMS)
A209015-101-xxx	M000000_A209015-101-xxx_NA_734635,44_TRUE_VAR5_FAME_Taurine, N-tri(hydroxymethyl)methyl- (4TMS)
A209016-101-xxx	M000000_A209016-101-xxx_NA_731851,31_TRUE_VAR5_FAME_Tyrosine, N-acetyl- (3TMS)
A209017-101-xxx	M000000_A209017-101-xxx_NA_731949,56_TRUE_VAR5_FAME_Galactosamine, N-acetyl- (1MEOX) (4TMS)
A209018-101-xxx	M000000_A209018-101-xxx_NA_732968,62_TRUE_VAR5_FAME_Mannosamine, N-acetyl- (1MEOX) (5TMS) BP
A209020-101-xxx	M000000_A209020-101-xxx_NA_735474,69_PRED_VAR5_FAME_NA209020
A209021-101-xxx	M000000_A209021-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-094
A210001-101-xxx	M000000_A210001-101-xxx_NA_734929,25_TRUE_VAR5_FAME_Ferulic acid, trans- (2TMS)
A210003-101-xxx	M000000_A210003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A210004-101-xxx	M000000_A210004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A210005-101-xxx	M000000_A210005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A210006-101-xxx	M000000_A210006-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A210007-101-xxx	M000000_A210007-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A210008-101-xxx	M000000_A210008-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A210010-101-xxx	M000000_A210010-101-xxx_NA_0_FALSE_VAR5_FAME_Octadecadienoic acid methyl ester, 9,12-(Z,Z)-, n-
A210012-101-xxx	M000000_A210012-101-xxx_NA_0_FALSE_VAR5_FAME_Heneicosane, n-
A210013-101-xxx	M000000_A210013-101-xxx_NA_737337,31_TRUE_VAR5_FAME_Citrulline (3TMS)
A210014-101-xxx	M000000_A210014-101-xxx_NA_738130,5_TRUE_VAR5_FAME_Homoserine lactone, N-decanoyl- (1TMS)
A210017-101-xxx	M000000_A210017-101-xxx_NA_0_FALSE_VAR5_FAME_Dihydroxyphenylalanine_4TMS
A210018-101-xxx	M000000_A210018-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-095
A211001-101-xxx	M000000_A211001-101-xxx_NA_0_FALSE_VAR5_FAME_NA211001
A211002-101-xxx	M000000_A211002-101-xxx_NA_738740,31_TRUE_VAR5_FAME_Normetadrenaline (4TMS)
A211003-101-xxx	M000000_A211003-101-xxx_NA_734203,62_TRUE_VAR5_FAME_Ribose-5-phosphate (1 MEOX) (5TMS) BP
A211004-101-xxx	M000000_A211004-101-xxx_NA_732011,62_TRUE_VAR5_FAME_Ribose-5-phosphate (1 MEOX) (5TMS) MP
A211005-101-xxx	M000000_A211005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A211006-101-xxx	M000000_A211006-101-xxx_NA_732958,06_TRUE_VAR5_FAME_Uric acid (4TMS)
A211007-101-xxx	M000000_A211007-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A211012-101-xxx	M000000_A211012-101-xxx_NA_0_FALSE_VAR5_FAME_Siloxane
A211013-101-xxx	M000000_A211013-101-xxx_NA_738845,69_TRUE_VAR5_FAME_Glycine, N-cinnamoyl-, trans- (2TMS)
A211014-101-xxx	M000000_A211014-101-xxx_NA_0_FALSE_VAR5_FAME_Octadecenoic acid methyl ester, 9-(Z)-, n-
A211015-101-xxx	M000000_A211015-101-xxx_NA_730273,94_TRUE_VAR5_FAME_Ribulose-5-phosphate (1MEOX) (5TMS) BP
A211016-101-xxx	M000000_A211016-101-xxx_NA_0_FALSE_VAR5_FAME_Xylulose-5-phosphate (1MEOX) (5TMS) MP
A211017-101-xxx	M000000_A211017-101-xxx_NA_0_FALSE_VAR5_FAME_Octadecenoic acid methyl ester, 9-(E)-, n-
A211019-101-xxx	M000000_A211019-101-xxx_NA_741638,06_TRUE_VAR5_FAME_Indole-3-acetamide (2TMS)
A211020-101-xxx	M000000_A211020-101-xxx_NA_0_FALSE_VAR5_FAME_Gamma-Glutamylleucine_4TMS
A212001-101-xxx	M000000_A212001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A212002-101-xxx	M000000_A212002-101-xxx_NA_739701,38_TRUE_VAR5_FAME_Cinnamaldehyde, 3,5-dimethoxy-4-hydroxy-, trans- (1MEOX) (1TMS) MP
A212003-101-xxx	M000000_A212003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A212004-101-xxx	M000000_A212004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A212005-101-xxx	M000000_A212005-101-xxx_NA_739485,69_TRUE_VAR5_FAME_Glucoheptose (1MEOX) (6TMS) MP
A212009-101-xxx	M000000_A212009-101-xxx_NA_0_FALSE_VAR5_FAME_Siloxane
A212010-101-xxx	M000000_A212010-101-xxx_NA_0_FALSE_VAR5_FAME_Octadecatrienoic acid methylester, 9,12,15-(Z,Z,Z)-, n-
A212011-101-xxx	M000000_A212011-101-xxx_NA_0_FALSE_VAR5_FAME_Xylulose-5-phosphate (1MEOX) (5TMS) BP
A212012-101-xxx	M000000_A212012-101-xxx_NA_735999,5_TRUE_VAR5_FAME_Ribulose-5-phosphate (1MEOX) (5TMS) MP
A212013-101-xxx	M000000_A212013-101-xxx_NA_665518,75_TRUE_VAR5_FAME_Sedoheptulose, 2,7-anhydro-, beta- (4TMS)
A212014-101-xxx	M000000_A212014-101-xxx_NA_744937,62_TRUE_VAR5_FAME_Fluoranthene
A212017-101-xxx	M000000_A212017-101-xxx_NA_744775,94_PRED_VAR5_FAME_NA
A212018-101-xxx	M000000_A212018-101-xxx_NA_0_FALSE_VAR5_FAME_2-Hydroxyhexadecanoic_acid_1MeO_1TMS
A213001-101-xxx	M000000_A213001-101-xxx_NA_0_FALSE_VAR5_FAME_NA213001
A213002-101-xxx	M000000_A213002-101-xxx_NA_742814,06_TRUE_VAR5_FAME_Cystathionine (2TMS)
A213003-101-xxx	M000000_A213003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A213005-101-xxx	M000000_A213005-101-xxx_NA_747420_TRUE_VAR5_FAME_Octadecanoic acid methyl ester (FAME MIX)
A213006-101-xxx	M000000_A213006-101-xxx_NA_0_FALSE_VAR5_FAME_Calystegine B2 (5TMS)
A213007-101-xxx	M000000_A213007-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A213014-101-xxx	M000000_A213014-101-xxx_NA_0_FALSE_VAR5_FAME_Octadecen-1-ol, 9-(Z)- (1TMS)
A213015-101-xxx	M000000_A213015-101-xxx_NA_0_FALSE_VAR5_FAME_Calystegine B4 (5TMS)
A213016-101-xxx	M000000_A213016-101-xxx_NA_747420_TRUE_VAR5_FAME_Flavone, 2,3-dihydro- (1MEOX) MP
A213017-101-xxx	M000000_A213017-101-xxx_NA_746872,19_TRUE_VAR5_FAME_Phytol (1TMS) BP
A213018-101-xxx	M000000_A213018-101-xxx_NA_749411,94_TRUE_VAR5_FAME_Kynurenine (4TMS)
A213019-101-xxx	M000000_A213019-101-xxx_NA_747083,56_TRUE_VAR5_FAME_Tyrosine, N-acetyl- (2TMS)
A213021-101-xxx	M000000_A213021-101-xxx_NA_0_FALSE_VAR5_FAME_4-Hydroxy-2-methylquinoline_1TMS
A213022-101-xxx	M000000_A213022-101-xxx_NA_0_FALSE_VAR5_FAME_Gamma-Glutamylvaline_2TMS
A214001-101-xxx	M000000_A214001-101-xxx_NA_749261,06_TRUE_VAR5_FAME_Caffeic acid, trans- (3TMS)
A214002-101-xxx	M000000_A214002-101-xxx_NA_747420_TRUE_VAR5_FAME_Guanine (3TMS)
A214003-101-xxx	M000000_A214003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A214004-101-xxx	M000000_A214004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A214005-101-xxx	M000000_A214005-101-xxx_NA_752300,88_TRUE_VAR5_FAME_Heptadecanoic acid (1TMS)
A214007-101-xxx	M000000_A214007-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A214008-101-xxx	M000000_A214008-101-xxx_NA_750551,12_TRUE_VAR5_FAME_Glucoheptose (1MEOX) (6TMS) BP
A214010-101-xxx	M000000_A214010-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A214011-101-xxx	M000000_A214011-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A214012-101-xxx	M000000_A214012-101-xxx_NA_0_FALSE_VAR5_FAME_similar to Histidine (4TMS)
A214015-101-xxx	M000000_A214015-101-xxx_NA_754117,69_TRUE_VAR5_FAME_Uric acid (3TMS)
A214016-101-xxx	M000000_A214016-101-xxx_NA_753521,44_TRUE_VAR5_FAME_Octane, 1,8-diamino- (4TMS)
A214017-101-xxx	M000000_A214017-101-xxx_NA_753434,12_TRUE_VAR5_FAME_Indole-3-pyruvic acid (1MEOX) (2TMS) BP
A214019-101-xxx	M000000_A214019-101-xxx_NA_773788,94_TRUE_VAR5_FAME_Malic acid, 3-oxalo- (1MEOX) (4TMS) BP
A214020-101-xxx	M000000_A214020-101-xxx_NA_0_FALSE_VAR5_FAME_Xylose-1-phosphoric-acid_5TMS
A215001-101-xxx	M000000_A215001-101-xxx_NA_0_FALSE_VAR5_FAME_Octadecan-1-ol, n- (1TMS)
A215002-101-xxx	M000000_A215002-101-xxx_NA_0_FALSE_VAR5_FAME_Calystegine B2 (1MEOX) (5TMS)
A215003-101-xxx	M000000_A215003-101-xxx_NA_754499,06_TRUE_VAR5_FAME_Histidine (4TMS)
A215004-101-xxx	M000000_A215004-101-xxx_NA_0_FALSE_VAR5_FAME_Cinnamic acid, 4-amino-, trans- (2TMS)
A215005-101-xxx	M000000_A215005-101-xxx_NA_755016,75_TRUE_VAR5_FAME_Indole-3-lactic acid (2TMS)
A215006-101-xxx	M000000_A215006-101-xxx_NA_757703,56_TRUE_VAR5_FAME_Leucyl-glycyl-glycine (4TMS)
A215008-101-xxx	M000000_A215008-101-xxx_NA_754535,44_PRED_VAR5_FAME_D215058
A216001-101-xxx	M000000_A216001-101-xxx_NA_753835,75_TRUE_VAR5_FAME_Noradrenaline (5TMS)
A216002-101-xxx	M000000_A216002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A216003-101-xxx	M000000_A216003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A216004-101-xxx	M000000_A216004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A216005-101-xxx	M000000_A216005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A216006-101-xxx	M000000_A216006-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A216007-101-xxx	M000000_A216007-101-xxx_NA_0_FALSE_VAR5_FAME_Indole-3-butanoic acid, 1H- (1TMS)
A216008-101-xxx	M000000_A216008-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A216012-101-xxx	M000000_A216012-101-xxx_NA_761011,31_TRUE_VAR5_FAME_Tryptamine, 1-methyl- (2TMS)
A216013-101-xxx	M000000_A216013-101-xxx_NA_761670_TRUE_VAR5_FAME_Kynurenine (2TMS)
A216014-101-xxx	M000000_A216014-101-xxx_NA_758967,06_TRUE_VAR5_FAME_Octanoic acid, 3-hydroxy- (2TMS)
A216015-101-xxx	M000000_A216015-101-xxx_NA_0_FALSE_VAR5_FAME_Mannose-1-phosphoric-acid_5TMS
A217001-101-xxx	M000000_A217001-101-xxx_NA_759899_TRUE_VAR5_FAME_Cystathionine (3TMS)
A217004-101-xxx	M000000_A217004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A217006-101-xxx	M000000_A217006-101-xxx_NA_762337,62_TRUE_VAR5_FAME_Phytol (1TMS) MP
A217007-101-xxx	M000000_A217007-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A217008-101-xxx	M000000_A217008-101-xxx_NA_0_FALSE_VAR5_FAME_Calystegine B2 (1MEOX) (5TMS)
A217010-101-xxx	M000000_A217010-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A217011-101-xxx	M000000_A217011-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A217012-101-xxx	M000000_A217012-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A217013-101-xxx	M000000_A217013-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A217014-101-xxx	M000000_A217014-101-xxx_NA_768351,5_TRUE_VAR5_FAME_Tryptophan (1TMS)
A217015-101-xxx	M000000_A217015-101-xxx_NA_764168,69_TRUE_VAR5_FAME_3-Indoleacetic acid, 5-methoxy- (2TMS)
A217016-101-xxx	M000000_A217016-101-xxx_NA_765523,62_TRUE_VAR5_FAME_Tryptamine, 5-methoxy- (2TMS) BP
A217017-101-xxx	M000000_A217017-101-xxx_NA_764022,62_TRUE_VAR5_FAME_Indole-3-lactic acid (3TMS)
A217018-101-xxx	M000000_A217018-101-xxx_NA_764525,69_TRUE_VAR5_FAME_Glyceric acid-2,3-diphosphate (5TMS)
A217019-101-xxx	M000000_A217019-101-xxx_NA_762338,88_TRUE_VAR5_FAME_Homoserine lactone, N-decanoyl-
A217022-101-xxx	M000000_A217022-101-xxx_NA_791627,81_PRED_VAR5_FAME_Fructose-1-phosphate (6TMS) MP
A217023-101-xxx	M000000_A217023-101-xxx_NA_764318,62_PRED_VAR5_FAME_Radicamine B (5TMS)
A217024-101-xxx	M000000_A217024-101-xxx_NA_0_FALSE_VAR5_FAME_Palmitic-acid-amide
A217025-101-xxx	M000000_A217025-101-xxx_NA_0_FALSE_VAR5_FAME_Gamma-Glutamylvaline_3TMS
A218001-101-xxx	M000000_A218001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A218002-101-xxx	M000000_A218002-101-xxx_NA_0_FALSE_VAR5_FAME_Glycerophosphoglycerol (5TMS)
A218003-101-xxx	M000000_A218003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A218006-101-xxx	M000000_A218006-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A218008-101-xxx	M000000_A218008-101-xxx_NA_778915,44_TRUE_VAR5_FAME_Indole-3-acetic acid, 5-hydroxy-, 1H- (3TMS)
A218009-101-xxx	M000000_A218009-101-xxx_NA_766792,25_TRUE_VAR5_FAME_Lipoamide, alpha- (1TMS)
A218010-101-xxx	M000000_A218010-101-xxx_NA_769790,94_TRUE_VAR5_FAME_Kynurenine (3TMS)
A218011-101-xxx	M000000_A218011-101-xxx_NA_767390,19_TRUE_VAR5_FAME_2-Naphthoic acid, 1,4-dihydroxy (3TMS)
A218014-101-xxx	M000000_A218014-101-xxx_NA_0_FALSE_VAR5_FAME_Gamma-Glutamylleucine_2TMS
A219001-101-xxx	M000000_A219001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A219002-101-xxx	M000000_A219002-101-xxx_NA_774675,12_TRUE_VAR5_FAME_Glycine, N-cinnamoyl-, trans- (1TMS)
A219003-101-xxx	M000000_A219003-101-xxx_NA_0_FALSE_VAR5_FAME_Indole-3-butanoic acid, 1H- (2TMS)
A219006-101-xxx	M000000_A219006-101-xxx_NA_774714_TRUE_VAR5_FAME_Tryptophan (2TMS)
A219007-101-xxx	M000000_A219007-101-xxx_NA_0_FALSE_VAR5_FAME_Siloxane
A219008-101-xxx	M000000_A219008-101-xxx_NA_0_FALSE_VAR5_FAME_Octadecatrienoic acid, 6,9,12-(Z,Z,Z)-, n- (1TMS)
A219009-101-xxx	M000000_A219009-101-xxx_NA_773010,62_TRUE_VAR5_FAME_Indole-3-pyruvic acid (1MEOX) (2TMS) MP
A219010-101-xxx	M000000_A219010-101-xxx_NA_770105,31_TRUE_VAR5_FAME_Malic acid, 3-oxalo- (1MEOX) (4TMS) MP
A219011-101-xxx	M000000_A219011-101-xxx_NA_771925,5_PRED_VAR5_FAME_NA
A219012-101-xxx	M000000_A219012-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-101
A220001-101-xxx	M000000_A220001-101-xxx_NA_772668,69_PRED_VAR5_FAME_Docosane, n-
A220002-101-xxx	M000000_A220002-101-xxx_NA_771374,25_TRUE_VAR5_FAME_Spermidine (4TMS)
A220003-101-xxx	M000000_A220003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A220006-101-xxx	M000000_A220006-101-xxx_NA_776109,75_TRUE_VAR5_FAME_Hexadecanoic acid, 3-hydroxy- (2TMS)
A220007-101-xxx	M000000_A220007-101-xxx_NA_775047,56_TRUE_VAR5_FAME_Cystineamine (4TMS)
A220009-101-xxx	M000000_A220009-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-102
A221001-101-xxx	M000000_A221001-101-xxx_NA_772869,81_TRUE_VAR5_FAME_Cystathionine (4TMS)
A221002-101-xxx	M000000_A221002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A221003-101-xxx	M000000_A221003-101-xxx_NA_776994,06_TRUE_VAR5_FAME_Octadecadienoic acid, 9,12-(Z,Z)- (1TMS)
A221004-101-xxx	M000000_A221004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A221010-101-xxx	M000000_A221010-101-xxx_NA_0_FALSE_VAR5_FAME_Octadecanoic acid methyl ester, 9,10-(Z)-methylene-
A221011-101-xxx	M000000_A221011-101-xxx_NA_777342,38_TRUE_VAR5_FAME_Shikimic acid-3-phosphate (5TMS)
A221012-101-xxx	M000000_A221012-101-xxx_NA_779161_TRUE_VAR5_FAME_Octadecenoic acid, 6-(Z)- (1TMS)
A221013-101-xxx	M000000_A221013-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-103
A221017-101-xxx	M000000_A221017-101-xxx_NA_0_FALSE_VAR5_FAME_Pseudoephedrine glycinamide (3TMS)
A222001-101-xxx	M000000_A222001-101-xxx_NA_781017,12_TRUE_VAR5_FAME_Octadecenoic acid, 9-(Z)- (1TMS)
A222002-101-xxx	M000000_A222002-101-xxx_NA_784702,38_TRUE_VAR5_FAME_Tryptamine (3TMS)
A222003-101-xxx	M000000_A222003-101-xxx_NA_0_FALSE_VAR5_FAME_Octadecatrienoic acid, 9,12,15-(Z,Z,Z)-, n- (1TMS)
A222006-101-xxx	M000000_A222006-101-xxx_NA_0_FALSE_VAR5_FAME_Octadecadienoic acid, n- (1TMS)
A222007-101-xxx	M000000_A222007-101-xxx_NA_781938,44_TRUE_VAR5_FAME_Tryptamine (2TMS)
A222008-101-xxx	M000000_A222008-101-xxx_NA_781483,5_PRED_VAR5_FAME_D222462
A222009-101-xxx	M000000_A222009-101-xxx_NA_0_FALSE_VAR5_FAME_Gamma-Glutamylleucine_3TMS
A222010-101-xxx	M000000_A222010-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-104
A223001-101-xxx	M000000_A223001-101-xxx_NA_779768,31_TRUE_VAR5_FAME_Tryptophan (3TMS)
A223002-101-xxx	M000000_A223002-101-xxx_NA_778542,88_TRUE_VAR5_FAME_Tryptophan (2TMS)
A223003-101-xxx	M000000_A223003-101-xxx_NA_782031,81_TRUE_VAR5_FAME_Octadecenoic acid, 9-(E)- (1TMS)
A223004-101-xxx	M000000_A223004-101-xxx_NA_784457,44_TRUE_VAR5_FAME_Nonadecanoic acid methyl ester
A223005-101-xxx	M000000_A223005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A223008-101-xxx	M000000_A223008-101-xxx_NA_0_FALSE_VAR5_FAME_Octadecadienoic acid, n- (1TMS)
A223009-101-xxx	M000000_A223009-101-xxx_NA_0_FALSE_VAR5_FAME_Octadecatrienoic acid, n- (1TMS)
A223010-101-xxx	M000000_A223010-101-xxx_NA_0_FALSE_VAR5_FAME_Octadecatrienoic acid, n- (1TMS)
A223012-101-xxx	M000000_A223012-101-xxx_NA_785360,25_TRUE_VAR5_FAME_Biotin, dethio- (3TMS)
A223013-101-xxx	M000000_A223013-101-xxx_NA_783964,56_TRUE_VAR5_FAME_Tyrosine, 3-iodo- (2TMS)
A223015-101-xxx	M000000_A223015-101-xxx_NA_783975,81_PRED_VAR5_FAME_D223156
A224001-101-xxx	M000000_A224001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A224002-101-xxx	M000000_A224002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A224006-101-xxx	M000000_A224006-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A224007-101-xxx	M000000_A224007-101-xxx_NA_0_FALSE_VAR5_FAME_Mannose-1-phosphate (6TMS)
A224008-101-xxx	M000000_A224008-101-xxx_NA_787810,31_TRUE_VAR5_FAME_Tyrosine, 3-nitro- (3TMS)
A224009-101-xxx	M000000_A224009-101-xxx_NA_789814,12_TRUE_VAR5_FAME_Tyrosine, 3-iodo- (3TMS)
A224010-101-xxx	M000000_A224010-101-xxx_NA_0_FALSE_VAR5_FAME_Palmitic-acid-amide_1TMS
A224011-101-xxx	M000000_A224011-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-107
A224014-101-xxx	M000000_A224014-101-xxx_NA_0_FALSE_VAR5_FAME_Glycylglycylglycine (5TMS)
A225001-101-xxx	M000000_A225001-101-xxx_NA_774250,62_TRUE_VAR5_FAME_Sinapic acid, trans- (2TMS)
A225002-101-xxx	M000000_A225002-101-xxx_NA_788107,31_TRUE_VAR5_FAME_Octadecanoic acid (1TMS)
A225003-101-xxx	M000000_A225003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A225004-101-xxx	M000000_A225004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A225006-101-xxx	M000000_A225006-101-xxx_NA_790119,94_TRUE_VAR5_FAME_Glucoheptonic acid (7TMS)
A225007-101-xxx	M000000_A225007-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A225011-101-xxx	M000000_A225011-101-xxx_NA_0_FALSE_VAR5_FAME_Siloxane
A225012-101-xxx	M000000_A225012-101-xxx_NA_740792,62_TRUE_VAR5_FAME_Glucoheptonic acid-1,4-lactone (5TMS)
A225015-101-xxx	M000000_A225015-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-108
A225016-101-xxx	M000000_A225016-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-109
A226001-101-xxx	M000000_A226001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A226002-101-xxx	M000000_A226002-101-xxx_NA_790359,69_TRUE_VAR5_FAME_Spermidine (5TMS)
A226003-101-xxx	M000000_A226003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A226004-101-xxx	M000000_A226004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A226006-101-xxx	M000000_A226006-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A226007-101-xxx	M000000_A226007-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A226010-101-xxx	M000000_A226010-101-xxx_NA_793882,31_TRUE_VAR5_FAME_Glycyl-phenylalanine (4TMS)
A226011-101-xxx	M000000_A226011-101-xxx_NA_794215,19_TRUE_VAR5_FAME_Quinoline-2-carboxylic acid, 4,8-dihydroxy- (3TMS)
A226012-101-xxx	M000000_A226012-101-xxx_NA_793468,56_TRUE_VAR5_FAME_Muramic acid, N-acetyl- (1MEOX) (5TMS) MP
A226013-101-xxx	M000000_A226013-101-xxx_NA_795704,94_PRED_VAR5_FAME_Radicamine A (5TMS)
A226014-101-xxx	M000000_A226014-101-xxx_NA_796083,06_PRED_VAR5_FAME_D226501
A226015-101-xxx	M000000_A226015-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-A16
A227001-101-xxx	M000000_A227001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A227004-101-xxx	M000000_A227004-101-xxx_NA_0_FALSE_VAR5_FAME_Octadecadienoic acid, n- (1TMS)
A227005-101-xxx	M000000_A227005-101-xxx_NA_798711,12_TRUE_VAR5_FAME_Muramic acid, N-acetyl- (1MEOX) (5TMS) BP
A227006-101-xxx	M000000_A227006-101-xxx_NA_798281,94_TRUE_VAR5_FAME_Muramic acid, N-acetyl- (1MEOX) (4TMS) MP
A227007-101-xxx	M000000_A227007-101-xxx_NA_798527,19_TRUE_VAR5_FAME_Flavone
A227008-101-xxx	M000000_A227008-101-xxx_NA_798002,94_PRED_VAR5_FAME_NA227008
A227009-101-xxx	M000000_A227009-101-xxx_NA_798769,19_PRED_VAR5_FAME_D227284
A227010-101-xxx	M000000_A227010-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-110
A228001-101-xxx	M000000_A228001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A228006-101-xxx	M000000_A228006-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A228007-101-xxx	M000000_A228007-101-xxx_NA_779938,44_PRED_VAR5_FAME_Abscisic acid (1MEOX) (1TMS) BP
A228008-101-xxx	M000000_A228008-101-xxx_NA_787884,88_PRED_VAR5_FAME_Abscisic acid (1MEOX) (1TMS) MP
A228009-101-xxx	M000000_A228009-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A228011-101-xxx	M000000_A228011-101-xxx_NA_0_FALSE_VAR5_FAME_Tetradecane-1,14-dioic acid (2TMS)
A228013-101-xxx	M000000_A228013-101-xxx_NA_800305,38_TRUE_VAR5_FAME_Muramic acid, N-acetyl- (1MEOX) (4TMS) BP
A228014-101-xxx	M000000_A228014-101-xxx_NA_802975,12_PRED_VAR5_FAME_D228685
A228015-101-xxx	M000000_A228015-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-111
A228016-101-xxx	M000000_A228016-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-112
